,자전거번호,대여일시,대여소번호,대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간,이용거리
193,SPB-14886,2019-11-05 18:07,104,합정역 1번출구 앞,2.0,2019-11-05 18:16,101,(구)합정동 주민센터,3.0,8.0,1080.0
194,SPB-21192,2019-11-05 17:54,203,국회의사당역 3번출구 옆,2.0,2019-11-05 18:18,101,(구)합정동 주민센터,2.0,22.0,3940.0
195,SPB-20543,2019-11-05 18:07,409,누리꿈스퀘어 옆,4.0,2019-11-05 18:32,101,(구)합정동 주민센터,2.0,24.0,4220.0
196,SPB-20995,2019-11-05 18:13,148,용강동 주민센터 앞,,2019-11-05 18:41,101,(구)합정동 주민센터,1.0,27.0,4560.0
197,SPB-23690,2019-11-05 18:41,247,당산역 10번출구 앞,9.0,2019-11-05 18:59,101,(구)합정동 주민센터,5.0,17.0,2930.0
198,SPB-25430,2019-11-05 18:14,224,롯데캐슬 앞,17.0,2019-11-05 19:06,101,(구)합정동 주민센터,4.0,49.0,7260.0
199,SPB-05808,2019-11-05 19:11,410,상암중학교 옆,3.0,2019-11-05 19:32,101,(구)합정동 주민센터,2.0,20.0,5500.0
200,SPB-11531,2019-11-05 19:41,104,합정역 1번출구 앞,8.0,2019-11-05 19:50,101,(구)합정동 주민센터,1.0,9.0,1090.0
201,SPB-11062,2019-11-05 20:20,129,신촌역(2호선) 6번출구 옆,9.0,2019-11-05 20:51,101,(구)합정동 주민센터,1.0,30.0,3170.0
202,SPB-03991,2019-11-05 20:34,111,상수역 2번출구 앞,9.0,2019-11-05 21:03,101,(구)합정동 주민센터,2.0,28.0,3980.0
203,SPB-05365,2019-11-05 21:06,106,합정역 7번출구 앞,5.0,2019-11-05 21:13,101,(구)합정동 주민센터,5.0,6.0,970.0
204,SPB-23327,2019-11-05 22:14,391,정동길입구,2.0,2019-11-05 22:54,101,(구)합정동 주민센터,,37.0,7210.0
205,SPB-18099,2019-11-05 23:30,102,망원역 1번출구 앞,20.0,2019-11-05 23:48,101,(구)합정동 주민센터,1.0,17.0,1780.0
206,SPB-06638,2019-11-05 22:52,413,상암월드컵파크 3단지 후문,8.0,2019-11-06 0:05,101,(구)합정동 주민센터,1.0,73.0,6900.0
207,SPB-08746,2019-11-05 22:51,413,상암월드컵파크 3단지 후문,2.0,2019-11-06 0:06,101,(구)합정동 주민센터,4.0,74.0,6520.0
208,SPB-18099,2019-11-06 0:00,101,(구)합정동 주민센터,1.0,2019-11-06 0:16,101,(구)합정동 주민센터,4.0,15.0,1610.0
209,SPB-23690,2019-11-06 0:27,106,합정역 7번출구 앞,4.0,2019-11-06 0:32,101,(구)합정동 주민센터,1.0,5.0,710.0
210,SPB-19171,2019-11-06 1:42,151,망원1동주민센터,,2019-11-06 1:48,101,(구)합정동 주민센터,5.0,5.0,1060.0
211,SPB-11997,2019-11-06 7:50,956,응암시장교차로,9.0,2019-11-06 8:18,101,(구)합정동 주민센터,4.0,28.0,6160.0
212,SPB-15978,2019-11-06 8:45,103,망원역 2번출구 앞,14.0,2019-11-06 8:52,101,(구)합정동 주민센터,4.0,6.0,1110.0
213,SPB-21502,2019-11-06 9:07,103,망원역 2번출구 앞,8.0,2019-11-06 9:17,101,(구)합정동 주민센터,2.0,9.0,950.0
214,SPB-04119,2019-11-06 9:49,104,합정역 1번출구 앞,8.0,2019-11-06 9:56,101,(구)합정동 주민센터,1.0,6.0,1140.0
215,SPB-19116,2019-11-06 10:36,228,선유도역 3번출구 앞,9.0,2019-11-06 10:52,101,(구)합정동 주민센터,4.0,16.0,3000.0
216,SPB-18670,2019-11-06 11:41,113,홍대입구역 2번출구 앞,22.0,2019-11-06 11:54,101,(구)합정동 주민센터,1.0,12.0,1990.0
217,SPB-25280,2019-11-06 10:35,103,망원역 2번출구 앞,8.0,2019-11-06 12:24,101,(구)합정동 주민센터,4.0,105.0,1050.0
218,SPB-16974,2019-11-06 15:44,114,홍대입구역 8번출구 앞,13.0,2019-11-06 15:58,101,(구)합정동 주민센터,5.0,13.0,0.0
219,SPB-04754,2019-11-06 16:08,151,망원1동주민센터,,2019-11-06 16:45,101,(구)합정동 주민센터,5.0,36.0,2960.0
220,SPB-16815,2019-11-06 16:52,106,합정역 7번출구 앞,2.0,2019-11-06 17:04,101,(구)합정동 주민센터,2.0,11.0,920.0
221,SPB-06127,2019-11-06 16:06,1925,동양미래대학교 정문 옆,6.0,2019-11-06 17:09,101,(구)합정동 주민센터,4.0,62.0,12610.0
222,SPB-23090,2019-11-06 17:09,141,연대 대운동장 옆,10.0,2019-11-06 17:40,101,(구)합정동 주민센터,3.0,30.0,3960.0
223,SPB-13851,2019-11-06 17:48,152,마포구민체육센터 앞,18.0,2019-11-06 17:52,101,(구)합정동 주민센터,1.0,4.0,1180.0
224,SPB-11422,2019-11-06 17:55,205,산업은행 앞,17.0,2019-11-06 18:21,101,(구)합정동 주민센터,2.0,25.0,4490.0
225,SPB-14445,2019-11-06 18:07,409,누리꿈스퀘어 옆,2.0,2019-11-06 18:32,101,(구)합정동 주민센터,1.0,25.0,5280.0
226,SPB-16104,2019-11-06 18:25,104,합정역 1번출구 앞,5.0,2019-11-06 18:36,101,(구)합정동 주민센터,5.0,10.0,1010.0
227,SPB-08739,2019-11-06 18:32,115,사루비아 빌딩 앞,1.0,2019-11-06 18:46,101,(구)합정동 주민센터,5.0,13.0,2590.0
228,SPB-17074,2019-11-06 18:33,267,삼성화재 사옥 옆,2.0,2019-11-06 18:49,101,(구)합정동 주민센터,2.0,,2390.0
229,SPB-06190,2019-11-06 18:23,226,샛강역 1번출구 앞,12.0,2019-11-06 18:50,101,(구)합정동 주민센터,1.0,25.0,0.0
230,SPB-23204,2019-11-06 19:04,408,LG CNS앞,12.0,2019-11-06 19:28,101,(구)합정동 주민센터,3.0,24.0,4800.0
231,SPB-16810,2019-11-06 21:26,152,마포구민체육센터 앞,25.0,2019-11-06 21:35,101,(구)합정동 주민센터,5.0,9.0,1200.0
232,SPB-17708,2019-11-06 21:47,826,서울역 서부교차로2,,2019-11-06 22:16,101,(구)합정동 주민센터,5.0,28.0,6800.0
233,SPB-06190,2019-11-06 22:11,101,(구)합정동 주민센터,1.0,2019-11-06 22:27,101,(구)합정동 주민센터,1.0,15.0,0.0
234,SPB-22624,2019-11-06 23:01,103,망원역 2번출구 앞,4.0,2019-11-06 23:09,101,(구)합정동 주민센터,5.0,6.0,760.0
235,SPB-18311,2019-11-06 23:35,109,제일빌딩 앞,9.0,2019-11-06 23:45,101,(구)합정동 주민센터,5.0,8.0,1500.0
236,SPB-16119,2019-11-07 2:27,151,망원1동주민센터,6.0,2019-11-07 2:33,101,(구)합정동 주민센터,2.0,5.0,1070.0
237,SPB-06454,2019-11-07 8:45,102,망원역 1번출구 앞,9.0,2019-11-07 8:54,101,(구)합정동 주민센터,5.0,9.0,1350.0
238,SPB-06454,2019-11-07 9:07,103,망원역 2번출구 앞,4.0,2019-11-07 9:14,101,(구)합정동 주민센터,3.0,5.0,1050.0
239,SPB-14547,2019-11-07 9:31,152,마포구민체육센터 앞,1.0,2019-11-07 9:46,101,(구)합정동 주민센터,4.0,13.0,0.0
240,SPB-15214,2019-11-07 9:44,104,합정역 1번출구 앞,12.0,2019-11-07 9:49,101,(구)합정동 주민센터,5.0,4.0,1210.0
241,SPB-09571,2019-11-07 9:45,391,정동길입구,4.0,2019-11-07 9:55,101,(구)합정동 주민센터,4.0,9.0,1110.0
242,SPB-22387,2019-11-07 9:49,104,합정역 1번출구 앞,11.0,2019-11-07 10:00,101,(구)합정동 주민센터,3.0,11.0,950.0
243,SPB-16422,2019-11-07 13:08,152,마포구민체육센터 앞,,2019-11-07 13:14,101,(구)합정동 주민센터,5.0,5.0,1180.0
244,SPB-16551,2019-11-07 14:58,421,마포구청 앞,8.0,2019-11-07 15:20,101,(구)합정동 주민센터,5.0,21.0,2820.0
245,SPB-03243,2019-11-07 15:29,113,홍대입구역 2번출구 앞,8.0,2019-11-07 15:40,101,(구)합정동 주민센터,4.0,11.0,2310.0
246,SPB-22542,2019-11-07 15:59,111,상수역 2번출구 앞,4.0,2019-11-07 16:11,101,(구)합정동 주민센터,1.0,11.0,1580.0
247,SPB-06373,2019-11-07 16:02,141,연대 대운동장 옆,4.0,2019-11-07 16:24,101,(구)합정동 주민센터,1.0,21.0,0.0
248,SPB-21813,2019-11-07 16:33,104,합정역 1번출구 앞,3.0,2019-11-07 16:40,101,(구)합정동 주민센터,5.0,6.0,800.0
249,SPB-09682,2019-11-07 17:08,183,하늘채코오롱아파트 건너편,6.0,2019-11-07 17:43,101,(구)합정동 주민센터,5.0,34.0,3810.0
250,SPB-06588,2019-11-07 17:52,203,국회의사당역 3번출구 옆,5.0,2019-11-07 18:18,101,(구)합정동 주민센터,4.0,25.0,5010.0
251,SPB-24761,2019-11-07 18:44,267,삼성화재 사옥 옆,2.0,2019-11-07 18:57,101,(구)합정동 주민센터,1.0,12.0,2310.0
252,SPB-07514,2019-11-07 18:59,225,앙카라공원 앞,2.0,2019-11-07 19:29,101,(구)합정동 주민센터,5.0,29.0,
253,SPB-21357,2019-11-07 20:53,104,합정역 1번출구 앞,9.0,2019-11-07 20:58,101,(구)합정동 주민센터,3.0,4.0,790.0
254,SPB-23941,2019-11-07 21:12,826,서울역 서부교차로2,17.0,2019-11-07 21:39,101,(구)합정동 주민센터,3.0,27.0,6150.0
255,SPB-22061,2019-11-07 21:45,106,합정역 7번출구 앞,2.0,2019-11-07 21:50,101,(구)합정동 주민센터,1.0,4.0,760.0
256,SPB-14672,2019-11-07 21:47,152,마포구민체육센터 앞,20.0,2019-11-07 21:57,101,(구)합정동 주민센터,1.0,9.0,1190.0
257,SPB-03614,2019-11-07 21:40,121,마포소방서 앞,13.0,2019-11-07 21:57,101,(구)합정동 주민센터,2.0,16.0,2940.0
258,SPB-18541,2019-11-07 23:13,108,서교동 사거리,9.0,2019-11-07 23:22,101,(구)합정동 주민센터,5.0,8.0,1570.0
259,SPB-18245,2019-11-07 23:46,103,망원역 2번출구 앞,14.0,2019-11-07 23:57,101,(구)합정동 주민센터,2.0,10.0,1720.0
260,SPB-13596,2019-11-07 23:51,103,망원역 2번출구 앞,9.0,2019-11-07 23:58,101,(구)합정동 주민센터,1.0,6.0,1040.0
261,SPB-18883,2019-11-08 2:10,151,망원1동주민센터,2.0,2019-11-08 2:20,101,(구)합정동 주민센터,5.0,9.0,570.0
262,SPB-17059,2019-11-08 8:46,103,망원역 2번출구 앞,7.0,2019-11-08 8:52,101,(구)합정동 주민센터,5.0,6.0,1170.0
263,SPB-15960,2019-11-08 9:10,103,망원역 2번출구 앞,1.0,2019-11-08 9:18,101,(구)합정동 주민센터,4.0,8.0,1060.0
264,SPB-20868,2019-11-08 9:46,104,합정역 1번출구 앞,8.0,2019-11-08 9:54,101,(구)합정동 주민센터,4.0,7.0,
265,SPB-08123,2019-11-08 11:42,113,홍대입구역 2번출구 앞,19.0,2019-11-08 11:54,101,(구)합정동 주민센터,,11.0,2150.0
266,SPB-08123,2019-11-08 12:56,101,(구)합정동 주민센터,3.0,2019-11-08 13:11,101,(구)합정동 주민센터,3.0,13.0,1710.0
267,SPB-16032,2019-11-08 13:06,152,마포구민체육센터 앞,30.0,2019-11-08 13:12,101,(구)합정동 주민센터,5.0,5.0,1170.0
268,SPB-22576,2019-11-08 14:01,421,마포구청 앞,1.0,2019-11-08 14:24,101,(구)합정동 주민센터,1.0,22.0,3900.0
269,SPB-22660,2019-11-08 14:19,111,상수역 2번출구 앞,6.0,2019-11-08 14:42,101,(구)합정동 주민센터,2.0,21.0,1770.0
270,SPB-08123,2019-11-08 14:28,101,(구)합정동 주민센터,3.0,2019-11-08 14:43,101,(구)합정동 주민센터,3.0,14.0,1870.0
271,SPB-07062,2019-11-08 15:32,113,홍대입구역 2번출구 앞,21.0,2019-11-08 15:57,101,(구)합정동 주민센터,3.0,24.0,2310.0
272,SPB-08123,2019-11-08 15:34,101,(구)합정동 주민센터,3.0,2019-11-08 16:18,101,(구)합정동 주민센터,5.0,43.0,5330.0
273,SPB-06693,2019-11-08 15:42,154,마포구청역,6.0,2019-11-08 16:37,101,(구)합정동 주민센터,1.0,54.0,2820.0
274,SPB-02367,2019-11-08 17:31,106,합정역 7번출구 앞,6.0,2019-11-08 17:38,101,(구)합정동 주민센터,2.0,6.0,1030.0
275,SPB-21790,2019-11-08 16:53,186,월드컵공원,30.0,2019-11-08 17:39,101,(구)합정동 주민센터,1.0,45.0,3580.0
276,SPB-22365,2019-11-08 18:18,148,용강동 주민센터 앞,1.0,2019-11-08 18:49,101,(구)합정동 주민센터,5.0,29.0,4790.0
277,SPB-08399,2019-11-08 18:47,432,마포중앙도서관,4.0,2019-11-08 19:00,101,(구)합정동 주민센터,3.0,12.0,2000.0
278,SPB-23798,2019-11-08 19:13,106,합정역 7번출구 앞,2.0,2019-11-08 19:27,101,(구)합정동 주민센터,1.0,12.0,440.0
279,SPB-14276,2019-11-08 19:07,410,상암중학교 옆,4.0,2019-11-08 19:33,101,(구)합정동 주민센터,4.0,25.0,
280,SPB-07062,2019-11-08 19:27,104,합정역 1번출구 앞,12.0,2019-11-08 19:33,101,(구)합정동 주민센터,1.0,5.0,1090.0
281,SPB-22277,2019-11-08 19:20,103,망원역 2번출구 앞,13.0,2019-11-08 20:14,101,(구)합정동 주민센터,1.0,50.0,4520.0
282,SPB-14593,2019-11-08 19:20,103,망원역 2번출구 앞,14.0,2019-11-08 20:15,101,(구)합정동 주민센터,1.0,54.0,5140.0
283,SPB-02239,2019-11-08 19:42,284,센트럴 푸르지오 시티 앞,11.0,2019-11-08 20:26,101,(구)합정동 주민센터,2.0,39.0,4660.0
284,SPB-02367,2019-11-08 20:24,101,(구)합정동 주민센터,2.0,2019-11-08 20:42,101,(구)합정동 주민센터,1.0,17.0,1820.0
285,SPB-21760,2019-11-08 20:28,826,서울역 서부교차로2,20.0,2019-11-08 20:57,101,(구)합정동 주민센터,5.0,27.0,6120.0
286,SPB-16068,2019-11-08 22:12,102,망원역 1번출구 앞,2.0,2019-11-08 22:20,101,(구)합정동 주민센터,2.0,7.0,1130.0
287,SPB-03852,2019-11-08 22:17,102,망원역 1번출구 앞,15.0,2019-11-08 22:27,101,(구)합정동 주민센터,5.0,9.0,1070.0
288,SPB-05480,2019-11-08 22:27,103,망원역 2번출구 앞,10.0,2019-11-08 22:33,101,(구)합정동 주민센터,2.0,6.0,1050.0
289,SPB-14488,2019-11-08 22:33,103,망원역 2번출구 앞,11.0,2019-11-08 22:39,101,(구)합정동 주민센터,1.0,5.0,1090.0
290,SPB-22933,2019-11-08 22:30,112,극동방송국 앞,5.0,2019-11-08 22:44,101,(구)합정동 주민센터,4.0,13.0,1700.0
291,SPB-17890,2019-11-08 22:03,391,정동길입구,3.0,2019-11-08 22:48,101,(구)합정동 주민센터,3.0,44.0,8120.0
292,SPB-14571,2019-11-08 22:54,114,홍대입구역 8번출구 앞,11.0,2019-11-08 23:07,101,(구)합정동 주민센터,2.0,13.0,2400.0
293,SPB-20415,2019-11-08 23:10,113,홍대입구역 2번출구 앞,1.0,2019-11-08 23:22,101,(구)합정동 주민센터,5.0,12.0,1250.0
294,SPB-08818,2019-11-08 23:13,108,서교동 사거리,2.0,2019-11-08 23:24,101,(구)합정동 주민센터,2.0,10.0,1360.0
295,SPB-16380,2019-11-09 0:35,419,홈플러스 앞,20.0,2019-11-09 0:51,101,(구)합정동 주민센터,1.0,16.0,
296,SPB-13790,2019-11-09 8:05,203,국회의사당역 3번출구 옆,2.0,2019-11-09 8:30,101,(구)합정동 주민센터,3.0,25.0,4980.0
297,SPB-08399,2019-11-09 6:49,101,(구)합정동 주민센터,3.0,2019-11-09 8:40,101,(구)합정동 주민센터,2.0,100.0,2830.0
298,SPB-14276,2019-11-09 11:23,101,(구)합정동 주민센터,,2019-11-09 12:45,101,(구)합정동 주민센터,5.0,81.0,2400.0
299,SPB-13611,2019-11-09 12:46,152,마포구민체육센터 앞,27.0,2019-11-09 12:57,101,(구)합정동 주민센터,1.0,10.0,1210.0
300,SPB-15132,2019-11-09 14:16,106,합정역 7번출구 앞,10.0,2019-11-09 14:28,101,(구)합정동 주민센터,1.0,11.0,950.0
301,SPB-18981,2019-11-09 14:42,134,연세로 명물길,1.0,2019-11-09 15:05,101,(구)합정동 주민센터,3.0,22.0,3890.0
302,SPB-20417,2019-11-09 18:24,116,일진아이윌아파트 옆,,2019-11-09 20:27,101,(구)합정동 주민센터,1.0,114.0,2970.0
303,SPB-20022,2019-11-09 18:23,116,일진아이윌아파트 옆,4.0,2019-11-09 20:28,101,(구)합정동 주민센터,4.0,122.0,3440.0
304,SPB-14218,2019-11-09 20:33,114,홍대입구역 8번출구 앞,6.0,2019-11-09 20:52,101,(구)합정동 주민센터,2.0,17.0,2590.0
305,SPB-19959,2019-11-09 20:46,102,망원역 1번출구 앞,,2019-11-09 20:55,101,(구)합정동 주민센터,3.0,8.0,1110.0
306,SPB-14218,2019-11-09 21:05,101,(구)합정동 주민센터,2.0,2019-11-09 21:25,101,(구)합정동 주민센터,2.0,19.0,1730.0
307,SPB-21297,2019-11-09 21:04,391,정동길입구,8.0,2019-11-09 21:51,101,(구)합정동 주민센터,1.0,45.0,7750.0
308,SPB-10067,2019-11-09 21:37,108,서교동 사거리,1.0,2019-11-09 21:58,101,(구)합정동 주민센터,,20.0,1270.0
309,SPB-08019,2019-11-09 21:56,112,극동방송국 앞,9.0,2019-11-09 22:06,101,(구)합정동 주민센터,5.0,10.0,1660.0
310,SPB-24279,2019-11-09 23:23,125,서강대 남문 옆,,2019-11-09 23:43,101,(구)합정동 주민센터,2.0,18.0,4670.0
311,SPB-18301,2019-11-09 23:40,103,망원역 2번출구 앞,9.0,2019-11-10 0:21,101,(구)합정동 주민센터,4.0,,6510.0
312,SPB-12984,2019-11-10 1:03,134,연세로 명물길,8.0,2019-11-10 1:32,101,(구)합정동 주민센터,1.0,27.0,3400.0
313,SPB-10067,2019-11-10 5:59,101,(구)합정동 주민센터,3.0,2019-11-10 7:00,101,(구)합정동 주민센터,2.0,59.0,2440.0
314,SPB-11714,2019-11-10 6:22,113,홍대입구역 2번출구 앞,5.0,2019-11-10 7:18,101,(구)합정동 주민센터,5.0,54.0,2410.0
315,SPB-24164,2019-11-10 10:04,182,망원2빗물펌프장 앞,4.0,2019-11-10 10:40,101,(구)합정동 주민센터,2.0,35.0,
316,SPB-11835,2019-11-10 10:31,182,망원2빗물펌프장 앞,7.0,2019-11-10 11:32,101,(구)합정동 주민센터,1.0,59.0,5080.0
317,SPB-00927,2019-11-10 13:45,1998,고척교 교차로,6.0,2019-11-10 14:40,101,(구)합정동 주민센터,4.0,54.0,9310.0
318,SPB-05095,2019-11-10 16:07,151,망원1동주민센터,8.0,2019-11-10 16:20,101,(구)합정동 주민센터,1.0,12.0,1130.0
319,SPB-14725,2019-11-10 16:30,152,마포구민체육센터 앞,24.0,2019-11-10 16:41,101,(구)합정동 주민센터,2.0,10.0,1200.0
320,SPB-17468,2019-11-10 21:40,106,합정역 7번출구 앞,5.0,2019-11-10 21:45,101,(구)합정동 주민센터,1.0,4.0,840.0
321,SPB-15033,2019-11-10 21:32,125,서강대 남문 옆,7.0,2019-11-10 21:56,101,(구)합정동 주민센터,3.0,23.0,5230.0
322,SPB-15025,2019-11-10 22:24,103,망원역 2번출구 앞,14.0,2019-11-10 22:31,101,(구)합정동 주민센터,2.0,7.0,1070.0
323,SPB-14235,2019-11-11 0:45,108,서교동 사거리,1.0,2019-11-11 1:16,101,(구)합정동 주민센터,5.0,30.0,2240.0
324,SPB-03852,2019-11-11 9:20,103,망원역 2번출구 앞,14.0,2019-11-11 9:27,101,(구)합정동 주민센터,2.0,6.0,690.0
325,SPB-19930,2019-11-11 9:51,104,합정역 1번출구 앞,8.0,2019-11-11 9:59,101,(구)합정동 주민센터,1.0,7.0,1120.0
326,SPB-19930,2019-11-11 10:19,101,(구)합정동 주민센터,1.0,2019-11-11 10:32,101,(구)합정동 주민센터,1.0,12.0,1040.0
327,SPB-19930,2019-11-11 10:43,101,(구)합정동 주민센터,1.0,2019-11-11 11:23,101,(구)합정동 주민센터,3.0,39.0,3370.0
328,SPB-22264,2019-11-11 12:02,103,망원역 2번출구 앞,5.0,2019-11-11 12:08,101,(구)합정동 주민센터,1.0,5.0,1030.0
329,SPB-19930,2019-11-11 12:54,101,(구)합정동 주민센터,3.0,2019-11-11 13:03,101,(구)합정동 주민센터,3.0,8.0,1350.0
330,SPB-12136,2019-11-11 13:49,103,망원역 2번출구 앞,12.0,2019-11-11 13:57,101,(구)합정동 주민센터,4.0,7.0,1270.0
331,SPB-19930,2019-11-11 13:09,101,(구)합정동 주민센터,3.0,2019-11-11 14:24,101,(구)합정동 주민센터,3.0,74.0,2860.0
332,SPB-06200,2019-11-11 14:26,115,사루비아 빌딩 앞,1.0,2019-11-11 14:44,101,(구)합정동 주민센터,4.0,,0.0
333,SPB-16226,2019-11-11 14:47,102,망원역 1번출구 앞,17.0,2019-11-11 14:55,101,(구)합정동 주민센터,3.0,7.0,1170.0
334,SPB-16430,2019-11-11 14:56,104,합정역 1번출구 앞,7.0,2019-11-11 15:05,101,(구)합정동 주민센터,1.0,9.0,1000.0
335,SPB-20868,2019-11-11 14:42,104,합정역 1번출구 앞,12.0,2019-11-11 15:10,101,(구)합정동 주민센터,2.0,25.0,1770.0
336,SPB-17824,2019-11-11 17:05,148,용강동 주민센터 앞,11.0,2019-11-11 17:34,101,(구)합정동 주민센터,5.0,28.0,5710.0
337,SPB-08573,2019-11-11 17:59,151,망원1동주민센터,6.0,2019-11-11 18:08,101,(구)합정동 주민센터,1.0,8.0,990.0
338,SPB-06910,2019-11-11 18:20,432,마포중앙도서관,9.0,2019-11-11 18:34,101,(구)합정동 주민센터,1.0,13.0,2330.0
339,SPB-11840,2019-11-11 18:35,106,합정역 7번출구 앞,10.0,2019-11-11 18:42,101,(구)합정동 주민센터,5.0,6.0,810.0
340,SPB-17824,2019-11-11 18:21,101,(구)합정동 주민센터,5.0,2019-11-11 18:47,101,(구)합정동 주민센터,1.0,25.0,1750.0
341,SPB-04690,2019-11-11 18:22,148,용강동 주민센터 앞,3.0,2019-11-11 18:54,101,(구)합정동 주민센터,1.0,30.0,5510.0
342,SPB-05294,2019-11-11 19:01,104,합정역 1번출구 앞,4.0,2019-11-11 19:09,101,(구)합정동 주민센터,1.0,8.0,1290.0
343,SPB-03379,2019-11-11 18:31,226,샛강역 1번출구 앞,18.0,2019-11-11 19:18,101,(구)합정동 주민센터,4.0,46.0,6850.0
344,SPB-07966,2019-11-11 19:10,410,상암중학교 옆,4.0,2019-11-11 19:32,101,(구)합정동 주민센터,3.0,20.0,4540.0
345,SPB-07239,2019-11-11 19:12,104,합정역 1번출구 앞,12.0,2019-11-11 20:06,101,(구)합정동 주민센터,1.0,53.0,1230.0
346,SPB-12175,2019-11-11 20:22,184,SK망원동주유소 건너편,7.0,2019-11-11 20:32,101,(구)합정동 주민센터,1.0,9.0,1470.0
347,SPB-13199,2019-11-11 20:25,403,부엉이공원 앞,1.0,2019-11-11 21:00,101,(구)합정동 주민센터,2.0,33.0,6840.0
348,SPB-17396,2019-11-11 20:38,346,맥스타일 앞,6.0,2019-11-11 21:02,101,(구)합정동 주민센터,1.0,24.0,5290.0
349,SPB-14833,2019-11-11 21:18,432,마포중앙도서관,2.0,2019-11-11 21:31,101,(구)합정동 주민센터,1.0,12.0,2440.0
350,SPB-11389,2019-11-11 21:22,245,삼성생명 당산사옥 앞,6.0,2019-11-11 21:46,101,(구)합정동 주민센터,3.0,23.0,3190.0
351,SPB-07788,2019-11-11 21:38,152,마포구민체육센터 앞,23.0,2019-11-11 21:49,101,(구)합정동 주민센터,1.0,11.0,1070.0
352,SPB-25156,2019-11-11 23:15,623,서울시립대 정문 앞,12.0,2019-11-11 23:33,101,(구)합정동 주민센터,1.0,17.0,2860.0
353,SPB-17319,2019-11-11 22:46,391,정동길입구,2.0,2019-11-11 23:34,101,(구)합정동 주민센터,2.0,48.0,8290.0
354,SPB-11389,2019-11-11 22:05,101,(구)합정동 주민센터,3.0,2019-11-11 23:37,101,(구)합정동 주민센터,1.0,91.0,2020.0
355,SPB-17800,2019-11-12 0:42,106,합정역 7번출구 앞,5.0,2019-11-12 0:50,101,(구)합정동 주민센터,4.0,7.0,940.0
356,SPB-01566,2019-11-12 1:29,106,합정역 7번출구 앞,1.0,2019-11-12 1:35,101,(구)합정동 주민센터,1.0,5.0,820.0
357,SPB-22267,2019-11-12 1:52,151,망원1동주민센터,9.0,2019-11-12 1:56,101,(구)합정동 주민센터,5.0,4.0,1000.0
358,SPB-23155,2019-11-12 1:45,124,서강대 정문 건너편,6.0,2019-11-12 2:01,101,(구)합정동 주민센터,1.0,14.0,2790.0
359,SPB-11546,2019-11-12 1:59,108,서교동 사거리,5.0,2019-11-12 2:09,101,(구)합정동 주민센터,1.0,9.0,1550.0
360,SPB-14751,2019-11-12 9:06,438,성산2-1 공영주차장,9.0,2019-11-12 9:26,101,(구)합정동 주민센터,5.0,19.0,3900.0
361,SPB-24781,2019-11-12 9:47,104,합정역 1번출구 앞,10.0,2019-11-12 9:53,101,(구)합정동 주민센터,3.0,6.0,1070.0
362,SPB-24781,2019-11-12 10:45,101,(구)합정동 주민센터,3.0,2019-11-12 11:50,101,(구)합정동 주민센터,4.0,64.0,5600.0
363,SPB-24858,2019-11-12 11:41,113,홍대입구역 2번출구 앞,21.0,2019-11-12 11:54,101,(구)합정동 주민센터,1.0,11.0,2060.0
364,SPB-24781,2019-11-12 12:54,101,(구)합정동 주민센터,4.0,2019-11-12 12:58,101,(구)합정동 주민센터,4.0,4.0,690.0
365,SPB-04514,2019-11-12 12:32,152,마포구민체육센터 앞,1.0,2019-11-12 13:04,101,(구)합정동 주민센터,3.0,32.0,1200.0
366,SPB-22373,2019-11-12 14:42,102,망원역 1번출구 앞,6.0,2019-11-12 14:50,101,(구)합정동 주민센터,2.0,8.0,1160.0
367,SPB-06607,2019-11-12 14:54,102,망원역 1번출구 앞,13.0,2019-11-12 15:04,101,(구)합정동 주민센터,4.0,9.0,1410.0
368,SPB-20633,2019-11-12 15:33,113,홍대입구역 2번출구 앞,24.0,2019-11-12 15:50,101,(구)합정동 주민센터,2.0,16.0,2240.0
369,SPB-09784,2019-11-12 15:59,148,용강동 주민센터 앞,10.0,2019-11-12 16:27,101,(구)합정동 주민센터,1.0,28.0,5030.0
370,SPB-04514,2019-11-12 16:55,101,(구)합정동 주민센터,3.0,2019-11-12 17:07,101,(구)합정동 주민센터,3.0,10.0,1840.0
371,SPB-17300,2019-11-12 18:14,148,용강동 주민센터 앞,2.0,2019-11-12 18:42,101,(구)합정동 주민센터,1.0,28.0,5390.0
372,SPB-06102,2019-11-12 18:55,151,망원1동주민센터,9.0,2019-11-12 19:02,101,(구)합정동 주민센터,2.0,6.0,
373,SPB-11141,2019-11-12 19:16,247,당산역 10번출구 앞,4.0,2019-11-12 19:31,101,(구)합정동 주민센터,4.0,15.0,2450.0
374,SPB-02757,2019-11-12 19:38,151,망원1동주민센터,2.0,2019-11-12 19:49,101,(구)합정동 주민센터,5.0,10.0,1310.0
375,SPB-09235,2019-11-12 19:23,403,부엉이공원 앞,8.0,2019-11-12 20:01,101,(구)합정동 주민센터,1.0,32.0,6450.0
376,SPB-23858,2019-11-12 21:01,826,서울역 서부교차로2,12.0,2019-11-12 21:31,101,(구)합정동 주민센터,1.0,29.0,6210.0
377,SPB-08753,2019-11-12 22:01,106,합정역 7번출구 앞,7.0,2019-11-12 22:07,101,(구)합정동 주민센터,1.0,5.0,590.0
